GAMEID,DATE,DH,EJECTEE,EJECTEENAME,TEAM,JOB,UMPIRE,UMPIRENAME,INNING,REASON
CHA192807292,07/29/1928,2,reevb101,"Bobby Reeves",WS1,P,hildg101,"George Hildebrand",2,"Bench jockeying"
CHA192807292,07/29/1928,2,wests101,"Sam West",WS1,P,hildg101,"George Hildebrand",2,"Bench jockeying"
CHA192807292,07/29/1928,2,braxg101,"Garland Braxton",WS1,P,hildg101,"George Hildebrand",2,"Bench jockeying"
CHA192807292,07/29/1928,2,burkb102,"Bobby Burke",WS1,P,hildg101,"George Hildebrand",2,"Bench jockeying"
CHA192807292,07/29/1928,2,zacht101,"Tom Zachary",WS1,P,hildg101,"George Hildebrand",2,"Bench jockeying"
CHA192807292,07/29/1928,2,altrn101,"Nick Altrock",WS1,C,hildg101,"George Hildebrand",3,"Bench jockeying"
BRO192807300,07/30/1928, ,hermb102,"Babe Herman",BRO,P,quige901,"Ernie Quigley",4,"Called third strike (Threw cap)"
PHI192807300,07/30/1928, ,wilsj105,"Jimmie Wilson",SLN,P,jordl901,"Lou Jorda",2,"Call at 1B"
NY1192807311,07/31/1928,1,wilsh102,"Hack Wilson",CHN,P,klemb901,"Bill Klem",4,"Called third strike (Threw bat)"
PHI192808061,08/06/1928,1,englw101,"Woody English",CHN,P,mages101,"Sherry Magee",3,"Call at HP"
CHA192808070,08/07/1928, ,pascb102,"Ben Paschal",NYA,P,mcgob901,"Bill McGowan",5,"Call at 1B"
CIN192808140,08/14/1928, ,thomf106,"Fresco Thompson",PHI,P,mages101,"Sherry Magee",4,"Call at 1B"
PHA192808150,08/15/1928, ,heilh101,"Harry Heilmann",DET,P,ormsr901,"Red Ormsby",2,"Call at 1B"
PIT192808150,08/15/1928, ,bushd102,"Donie Bush",PIT,M,mccob104,"Barry McCormick",8,"Call at HP"
PIT192808160,08/16/1928, ,hemsr101,"Rollie Hemsley",PIT,P,klemb901,"Bill Klem",7,"Balls and strikes"
CHN192808200,08/20/1928, ,wilsh102,"Hack Wilson",CHN,P,pfirc901,"Cy Pfirman",8,"Called third strike (Threw bat)"
WS1192808210,08/21/1928, ,altrn101,"Nick Altrock",WS1,C,ormsr901,"Red Ormsby",2,"Bench jockeying"
WS1192808210,08/21/1928, ,mostj101,"Johnny Mostil",CHA,P,guthb901,"Bill Guthrie",7,"Catch/trap call (Threw glove)"
PHA192808290,08/29/1928, ,blacl101,"Lena Blackburne",CHA,M,barrd901,"Dan Barry",4,"Call at HP"
PHA192808310,08/31/1928, ,myerb103,"Buddy Myer",BOS,P,geish901,"Harry Geisel",1,"Call at HP"
PIT192808312,08/31/1928,2,bushd102,"Donie Bush",PIT,M,hartb901,"Bob Hart",3,"Call at HP"
SLA192808310,08/31/1928, ,white102,"Earl Whitehill",DET,P,vangr901,"Roy Van Graflan",7,"Call at HP (Pushed umpire)"
CIN192809010,09/01/1928, ,donop102,"Pete Donohue",CIN,P,quige901,"Ernie Quigley",2,"Bench jockeying"
WS1192809010,09/01/1928, ,harrb106,"Bucky Harris",WS1,M,dinnb101,"Bill Dinneen",9,"Call at 2B"
CIN192809032,09/03/1928,2,mckeb101,"Bill McKechnie",SLN,M,hartb901,"Bob Hart",7,"Call at 2B"
BSN192809052,09/05/1928,2,muelh102,"Heinie Mueller",BSN,P,mccob104,"Barry McCormick",5,"Called third strike"
BOS192809082,09/08/1928,2,berrc103,"Charlie Berry",BOS,P,guthb901,"Bill Guthrie",5,"Call at HP"
PHI192809081,09/08/1928,1,taylz101,"Zack Taylor",BSN,P,pfirc901,"Cy Pfirman",8,"Balls and strikes"
SLA192809150,09/15/1928, ,koenm101,"Mark Koenig",NYA,P,dinnb101,"Bill Dinneen",3,"Call at 2B"
PHI192809200,09/20/1928, ,bushd102,"Donie Bush",PIT,M,morac102,"Charlie Moran",7,"Call at 2B"
PHI192809200,09/20/1928, ,scotp101,"Pete Scott",PIT,P,mages101,"Sherry Magee",7,"Call at 2B"
CHA192809210,09/21/1928, ,metza101,"Alex Metzler",CHA,P,guthb901,"Bill Guthrie",2,"Call at HP"
CLE192809230,09/23/1928, ,peckr101,"Roger Peckinpaugh",CLE,M,ormsr901,"Red Ormsby",7,"Balls and strikes"
SLA192809250,09/25/1928, ,killb101,"Bill Killefer",SLA,C,guthb901,"Bill Guthrie",8,"Unknown reason"
BSN192809270,09/27/1928, ,smitj106,"Jack Smith",BSN,P,jordl901,"Lou Jorda",1,"Called third strike"
PHI192904190,04/19/1929, ,hursd101,"Don Hurst",PHI,P,pfirc901,"Cy Pfirman",8,"Charging opponent's bench"
SLA192904230,04/23/1929, ,melis101,"Ski Melillo",SLA,P,owenb901,"Brick Owens",2,"Call at 2B"
BRO192904300,04/30/1929, ,hermb102,"Babe Herman",BRO,P,hartb901,"Bob Hart",5,"Called third strike"
BSN192905060,05/06/1929, ,everj102,"Johnny Evers",BSN,C,pfirc901,"Cy Pfirman",7,"Call at HP"
BRO192905070,05/07/1929, ,mcwed101,"Doug McWeeny",BRO,P,rearb901,"Beans Reardon",2,"Balls and strikes"
BSN192905080,05/08/1929, ,marar101,"Rabbit Maranville",BSN,P,stard901,"Dolly Stark",1,"Call at 2B"
CLE192905110,05/11/1929, ,peckr101,"Roger Peckinpaugh",CLE,M,campb901,"Bick Campbell",8,"Interference call"
PHI192905150,05/15/1929, ,smite106,"Earl Smith",PIT,P,morac102,"Charlie Moran",3,"Balls and strikes (claim quick-pitched)"
BSN192905181,05/18/1929,1,everj102,"Johnny Evers",BSN,C,quige901,"Ernie Quigley",4,"Batting out of order"
DET192905190,05/19/1929, ,cissb101,"Bill Cissell",CHA,P,mcgob901,"Bill McGowan",7,"Balls and strikes"
SLA192905190,05/19/1929, ,myatg101,"Glenn Myatt",CLE,P,hildg101,"George Hildebrand",7,"Balls and strikes"
SLN192905250,05/25/1929, ,wilsh102,"Hack Wilson",CHN,P,riglc901,"Cy Rigler",12,"Balls and strikes"
BOS192905260,05/26/1929, ,hoytw101,"Waite Hoyt",NYA,P,nalld901,"Dick Nallin",5,"Balls and strikes"
PIT192905302,05/30/1929,2,mccaj802,"Joe McCarthy",CHN,M,hartb901,"Bob Hart",4,"Catcher's interference call"
PIT192905310,05/31/1929, ,bushd102,"Donie Bush",PIT,M,morac102,"Charlie Moran",6,"Call at 2B"
PHA192906040,06/04/1929, ,heilh101,"Harry Heilmann",DET,P,guthb901,"Bill Guthrie",9,"Called third strike"
PHA192906040,06/04/1929, ,meyeb103,"Benny Meyer",DET,C,guthb901,"Bill Guthrie",9,"Called third strike"
WS1192906050,06/05/1929, ,harrb106,"Bucky Harris",DET,M,campb901,"Bick Campbell",7,"Bench jockeying"
SLN192906070,06/07/1929, ,nealg101,"Greasy Neale",SLN,C,hartb901,"Bob Hart",6,"Balls and strikes"
PIT192906080,06/08/1929, ,carem101,"Max Carey",BRO,P,rearb901,"Beans Reardon",5,"Balls and strikes"
PIT192906100,06/10/1929, ,vancd101,"Dazzy Vance",BRO,P,rearb901,"Beans Reardon",7,"Appeal play"
BOS192906130,06/13/1929, ,berrc103,"Charlie Berry",BOS,P,mcgob901,"Bill McGowan",3,"Call at 1B"
PIT192906150,06/15/1929, ,bushd102,"Donie Bush",PIT,M,hartb901,"Bob Hart",14,"Call at 3B"
BOS192906160,06/16/1929, ,gasta101,"Alex Gaston",BOS,P,campb901,"Bick Campbell",8,"Call at 1B"
PHA192906170,06/17/1929, ,dykej101,"Jimmy Dykes",PHA,P,hildg101,"George Hildebrand",5,"Call at 3B"
NYA192906182,06/18/1929,2,wagnh103,"Heinie Wagner",BOS,C,campb901,"Bick Campbell",3,"Call at 3B"
NYA192906182,06/18/1929,2,gasta101,"Alex Gaston",BOS,P,mcgob901,"Bill McGowan",4,"Balls and strikes"
CIN192906220,06/22/1929, ,frisf101,"Frankie Frisch",SLN,P,riglc901,"Cy Rigler",7,"Call at 1B"
DET192906240,06/24/1929, ,blacl101,"Lena Blackburne",CHA,M,geish901,"Harry Geisel",5,"Call at 2B"
NY1192906260,06/26/1929, ,maysc101,"Carl Mays",NY1,P,hartb901,"Bob Hart",4,"Call at HP"
NYA192907010,07/01/1929, ,durol101,"Leo Durocher",NYA,P,guthb901,"Bill Guthrie",5,"Called third strike"
CHN192907020,07/02/1929, ,pittp101,"Pinky Pittenger",CIN,P,jordl901,"Lou Jorda",11,"Throwing ball at opposing 1bman"
CHN192907042,07/04/1929,2,wilsh102,"Hack Wilson",CHN,P,jordl901,"Lou Jorda",5,"Fighting"
CHN192907042,07/04/1929,2,kolpr101,"Ray Kolp",CIN,P,jordl901,"Lou Jorda",5,"Fighting"
NYA192907042,07/04/1929,2,judgj101,"Joe Judge",WS1,P,morig101,"George Moriarty",7,"Called third strike"
NY1192907060,07/06/1929, ,mcgrj101,"John McGraw",NY1,M,mageg901,"George Magerkurth",8,"Called third strike"
NY1192907060,07/06/1929, ,schar103,"Ray Schalk",NY1,P,mageg901,"George Magerkurth",8,"Called third strike"
NY1192907080,07/08/1929, ,genej101,"Joe Genewich",NY1,P,pfirc901,"Cy Pfirman",2,"Bench jockeying"
BRO192907090,07/09/1929, ,hargc101,"Charlie Hargreaves",PIT,P,mageg901,"George Magerkurth",5,"Balls and strikes"
NY1192907090,07/09/1929, ,purdp101,"Pid Purdy",CIN,P,mclae901,"Edward McLaughlin",7,"Called third strike"
NY1192907090,07/09/1929, ,ehrhr101,"Rube Ehrhardt",CIN,P,mclae901,"Edward McLaughlin",8,"Bench jockeying"
NY1192907090,07/09/1929, ,hendj101,"Jack Hendricks",CIN,M,mclae901,"Edward McLaughlin",8,"Called third strike"
NY1192907090,07/09/1929, ,luqud101,"Dolf Luque",CIN,P,mclae901,"Edward McLaughlin",8,"Bench jockeying"
NY1192907090,07/09/1929, ,may-j102,"Jakie May",CIN,P,mclae901,"Edward McLaughlin",8,"Bench jockeying"
NY1192907090,07/09/1929, ,pittp101,"Pinky Pittenger",CIN,P,mclae901,"Edward McLaughlin",8,"Bench jockeying"
NY1192907090,07/09/1929, ,rixee101,"Eppa Rixey",CIN,P,mclae901,"Edward McLaughlin",8,"Bench jockeying"
BRO192907100,07/10/1929, ,soutb101,"Billy Southworth",SLN,M,klemb901,"Bill Klem",4,"Balls and strikes"
CHA192907132,07/13/1929,2,durol101,"Leo Durocher",NYA,P,hildg101,"George Hildebrand",8,"Call at 3B"
BSN192907180,07/18/1929, ,nealg101,"Greasy Neale",SLN,C,rearb901,"Beans Reardon",8,"Call at 3B"
BRO192907202,07/20/1929,2,schuj106,"Johnny Schulte",CHN,P,pfirc901,"Cy Pfirman",6,"Called third strike"
BRO192907202,07/20/1929,2,bancd101,"Dave Bancroft",BRO,P,mccob104,"Barry McCormick",7,"Call at 2B"
CLE192907210,07/21/1929, ,gehrl101,"Lou Gehrig",NYA,P,vangr901,"Roy Van Graflan",5,"Call at 1B"
CLE192907210,07/21/1929, ,huggm101,"Miller Huggins",NYA,M,vangr901,"Roy Van Graflan",5,"Call at 1B"
DET192907210,07/21/1929, ,riceh101,"Harry Rice",DET,P,ormsr901,"Red Ormsby",10,"Called third strike"
NYA192907240,07/24/1929, ,riceh101,"Harry Rice",DET,P,owenb901,"Brick Owens",8,"Catcher's interference non-call"
SLN192907260,07/26/1929, ,schar103,"Ray Schalk",NY1,P,mageg901,"George Magerkurth",4,"Balls and strikes"
CIN192907270,07/27/1929, ,piciv101,"Val Picinich",BRO,P,pfirc901,"Cy Pfirman",5,"Fair/foul call"
PIT192907272,07/27/1929,2,spoha101,"Al Spohrer",BSN,P,mclae901,"Edward McLaughlin",6,"Called third strike"
NYA192908020,08/02/1929, ,peckr101,"Roger Peckinpaugh",CLE,M,morig101,"George Moriarty",9,"Interference non-call"
CHN192908030,08/03/1929, ,mcwed101,"Doug McWeeny",BRO,P,mclae901,"Edward McLaughlin",5,"Balls and strikes"
SLN192908030,08/03/1929, ,mckeb101,"Bill McKechnie",SLN,M,mageg901,"George Magerkurth",2,"Call at HP"
SLN192908030,08/03/1929, ,wilsj105,"Jimmie Wilson",SLN,P,mageg901,"George Magerkurth",2,"Call at HP"
CHN192908050,08/05/1929, ,moore102,"Eddie Moore",BRO,P,mccob104,"Barry McCormick",10,"Call at 2B"
PHI192908102,08/10/1929,2,hainj101,"Jesse Haines",SLN,P,mclae901,"Edward McLaughlin",2,"Balls and strikes"
PHI192908120,08/12/1929, ,haidh101,"Hal Haid",SLN,P,morac102,"Charlie Moran",6,"Bench jockeying"
SLA192908130,08/13/1929, ,myerb103,"Buddy Myer",WS1,P,campb901,"Bick Campbell",5,"Called third strike"
CHA192908150,08/15/1929, ,cissb101,"Bill Cissell",CHA,P,hildg101,"George Hildebrand",1,"Balls and strikes"
BSN192908170,08/17/1929, ,smitb110,"Bob Smith",BSN,P,morac102,"Charlie Moran",8,"Balls and strikes"
PHI192908210,08/21/1929, ,bushd102,"Donie Bush",PIT,M,mccob104,"Barry McCormick",7,"Non-ejection of opponent (Threw bat)"
NY1192908242,08/24/1929,2,bushd102,"Donie Bush",PIT,M,mageg901,"George Magerkurth",9,"Call at 3B"
BRO192908250,08/25/1929, ,piciv101,"Val Picinich",BRO,P,stard901,"Dolly Stark",7,"Balls and strikes"
BSN192908310,08/31/1929, ,spoha101,"Al Spohrer",BSN,P,pfirc901,"Cy Pfirman",9,"Balls and strikes"
BSN192908310,08/31/1929, ,everj102,"Johnny Evers",BSN,C,pfirc901,"Cy Pfirman",9,"Balls and strikes"
NY1192909010,09/01/1929, ,maysc101,"Carl Mays",NY1,P,pfirc901,"Cy Pfirman",5,"Bench jockeying"
BOS192909081,09/08/1929,1,mcgob101,"Beauty McGowan",SLA,P,hildg101,"George Hildebrand",9,"Balls and strikes"
NYA192909080,09/08/1929, ,harrb106,"Bucky Harris",DET,M,owenb901,"Brick Owens",4,"Call at HP"
NYA192909080,09/08/1929, ,heilh101,"Harry Heilmann",DET,P,owenb901,"Brick Owens",4,"Call at HP"
CIN192909190,09/19/1929, ,suscg102,"George Susce",PHI,P,morac102,"Charlie Moran",5,"Bench jockeying"
CIN192909190,09/19/1929, ,thomf106,"Fresco Thompson",PHI,P,morac102,"Charlie Moran",5,"Bench jockeying"
PHI192909251,09/25/1929,1,bancd101,"Dave Bancroft",BRO,P,hartb901,"Bob Hart",5,"Balls and strikes"
WS1192909260,09/26/1929, ,ruelm101,"Muddy Ruel",WS1,P,campb901,"Bick Campbell",7,"Balls and strikes"
PHI192910052,10/05/1929,2,thomf106,"Fresco Thompson",PHI,P,klemb901,"Bill Klem",9,"Balls and strikes"
PIT193004260,04/26/1930, ,bladr102,"Ray Blades",SLN,P,quige901,"Ernie Quigley",7,"Call at 1B"
PIT193004260,04/26/1930, ,doutt101,"Taylor Douthit",SLN,P,quige901,"Ernie Quigley",7,"Call at 1B"
BSN193004270,04/27/1930, ,mckeb101,"Bill McKechnie",BSN,M,morac102,"Charlie Moran",2,"Interference non-call"
CIN193004270,04/27/1930, ,hainj101,"Jesse Haines",SLN,P,klemb901,"Bill Klem",6,"Balls and strikes"
CIN193004270,04/27/1930, ,streg101,"Gabby Street",SLN,M,klemb901,"Bill Klem",6,"Balls and strikes"
CIN193004270,04/27/1930, ,wilsj105,"Jimmie Wilson",SLN,P,klemb901,"Bill Klem",6,"Balls and strikes"
CIN193005030,05/03/1930, ,mcwed101,"Doug McWeeny",CIN,P,quige901,"Ernie Quigley",5,"Balls and strikes"
PIT193005060,05/06/1930, ,carem101,"Max Carey",PIT,C,donom901,"Michael Donohue",5,"Bench jockeying"
BOS193005070,05/07/1930, ,kellm801,"Mike Kelly",CHA,C,connt901,"Tommy Connolly",9,"Call at 1B"
BOS193005070,05/07/1930, ,moorj106,"Jimmy Moore",CHA,P,connt901,"Tommy Connolly",9,"Call at 1B"
BOS193005080,05/08/1930, ,bushd102,"Donie Bush",CHA,M,vangr901,"Roy Van Graflan",4,"Balls and strikes"
SLN193005090,05/09/1930, ,grimb101,"Burleigh Grimes",BSN,P,donom901,"Michael Donohue",3,"Balls and strikes"
CIN193005120,05/12/1930, ,thomf106,"Fresco Thompson",PHI,P,riglc901,"Cy Rigler",8,"Balls and strikes"
CIN193005120,05/12/1930, ,mccuh101,"Harry McCurdy",PHI,P,riglc901,"Cy Rigler",8,"Balls and strikes"
SLN193005160,05/16/1930, ,malop103,"Pat Malone",CHN,P,morac102,"Charlie Moran",9,"Balls and strikes"
CIN193005200,05/20/1930, ,durol101,"Leo Durocher",CIN,P,donom901,"Michael Donohue",2,"Bench jockeying"
DET193005200,05/20/1930, ,blacl101,"Lena Blackburne",SLA,C,vangr901,"Roy Van Graflan",7,"Bench jockeying"
DET193005200,05/20/1930, ,manuh101,"Heinie Manush",SLA,P,vangr901,"Roy Van Graflan",7,"Bench jockeying"
PHA193005211,05/21/1930,1,dickb101,"Bill Dickey",NYA,P,nalld901,"Dick Nallin",7,"Call at HP (Threw ball at umpire)"
CLE193005230,05/23/1930, ,mcnee101,"Earl McNeely",SLA,P,connt901,"Tommy Connolly",8,"Bench jockeying"
NY1193006050,06/05/1930, ,strij101,"Joe Stripp",CIN,P,pfirc901,"Cy Pfirman",5,"Balls and strikes"
CHA193006100,06/10/1930, ,bushd102,"Donie Bush",CHA,M,vangr901,"Roy Van Graflan",10,"Balls and strikes"
NY1193006140,06/14/1930, ,englw101,"Woody English",CHN,P,clarb901,"Bob Clarke",4,"Call at 2B"
SLN193006200,06/20/1930, ,bladr102,"Ray Blades",SLN,P,mageg901,"George Magerkurth",5,"Called third strike"
SLN193006200,06/20/1930, ,farrd101,"Doc Farrell",SLN,P,mageg901,"George Magerkurth",5,"Bench jockeying"
SLN193006200,06/20/1930, ,fishs101,"Showboat Fisher",SLN,P,mageg901,"George Magerkurth",5,"Bench jockeying"
SLN193006200,06/20/1930, ,streg101,"Gabby Street",SLN,M,mageg901,"George Magerkurth",5,"Called third strike"
SLN193006200,06/20/1930, ,wilsj105,"Jimmie Wilson",SLN,P,mageg901,"George Magerkurth",5,"Bench jockeying"
WS1193006200,06/20/1930, ,cissb101,"Bill Cissell",CHA,P,guthb901,"Bill Guthrie",6,"Call at 3B"
CIN193006220,06/22/1930, ,kolpr101,"Ray Kolp",CIN,P,riglc901,"Cy Rigler",2,"Balls and strikes"
SLN193006222,06/22/1930,2,davis101,"Spud Davis",PHI,P,mageg901,"George Magerkurth",5,"Call at HP"
CHN193006230,06/23/1930, ,englw101,"Woody English",CHN,P,jordl901,"Lou Jorda",7,"Called third strike"
SLN193006230,06/23/1930, ,lindj102,"Jim Lindsey",SLN,P,scotj104,"Jim Scott",7,"Balls and strikes"
BOS193006242,06/24/1930,2,berrc103,"Charlie Berry",BOS,P,geish901,"Harry Geisel",7,"Balls and strikes"
SLN193007020,07/02/1930, ,grimb101,"Burleigh Grimes",SLN,P,riglc901,"Cy Rigler",2,"Balls and strikes"
CHA193007042,07/04/1930,2,stewl101,"Lefty Stewart",SLA,P,guthb901,"Bill Guthrie",5,"Balls and strikes"
NYA193007081,07/08/1930,1,ruthb101,"Babe Ruth",NYA,P,owenb901,"Brick Owens",6,"Balls and strikes (from bench)"
CIN193007090,07/09/1930, ,heilh101,"Harry Heilmann",CIN,P,jordl901,"Lou Jorda",2,"Balls and strikes (Threw bat)"
BRO193007162,07/16/1930,2,olsoi101,"Ivy Olson",BRO,C,klemb901,"Bill Klem",2,"Call at 3B"
BRO193007162,07/16/1930,2,burkj104,"Jimmy Burke",CHN,C,mageg901,"George Magerkurth",8,"Call at 1B"
BRO193007162,07/16/1930,2,mccaj802,"Joe McCarthy",CHN,M,mageg901,"George Magerkurth",8,"Call at 1B"
NY1193007192,07/19/1930,2,wareb101,"Buzzy Wares",SLN,C,pfirc901,"Cy Pfirman",4,"Call at 1B"
BRO193007200,07/20/1930, ,lopea102,"Al Lopez",BRO,P,mcgrt901,"Ted McGrew",2,"Call at HP"
BRO193007200,07/20/1930, ,rhemf101,"Flint Rhem",SLN,P,mcgrt901,"Ted McGrew",3,"Balls and strikes"
CHA193007202,07/20/1930,2,bushd102,"Donie Bush",CHA,M,hildg101,"George Hildebrand",6,"Infield fly not called"
CLE193007222,07/22/1930,2,oleac101,"Charley O'Leary",NYA,C,mcgob901,"Bill McGowan",7,"Balls and strikes"
CLE193007222,07/22/1930,2,shawb102,"Bob Shawkey",NYA,M,campb901,"Bick Campbell",7,"Balls and strikes"
PHI193007240,07/24/1930, ,hursd101,"Don Hurst",PHI,P,jordl901,"Lou Jorda",8,"Interference non-call"
PHI193007240,07/24/1930, ,kleic101,"Chuck Klein",PHI,P,jordl901,"Lou Jorda",8,"Interference non-call"
PHI193007240,07/24/1930, ,shotb101,"Burt Shotton",PHI,M,jordl901,"Lou Jorda",8,"Interference non-call"
PHI193007240,07/24/1930, ,thomf106,"Fresco Thompson",PHI,P,jordl901,"Lou Jorda",8,"Interference non-call"
CHA193007250,07/25/1930, ,schaa101,"Al Schacht",WS1,C,guthb901,"Bill Guthrie",8,"Bench jockeying"
BSN193007290,07/29/1930, ,mckeb101,"Bill McKechnie",BSN,M,jordl901,"Lou Jorda",8,"Call at HP"
CHN193007290,07/29/1930, ,blaif101,"Footsie Blair",CHN,P,pfirc901,"Cy Pfirman",1,"Call at 1B"
NY1193007310,07/31/1930, ,franf101,"Fred Frankhouse",BSN,P,mcgrt901,"Ted McGrew",7,"Called third strike"
PIT193007310,07/31/1930, ,bladr102,"Ray Blades",SLN,P,stard901,"Dolly Stark",8,"Called third strike"
BRO193008050,08/05/1930, ,roetw101,"Wally Roettger",NY1,P,rearb901,"Beans Reardon",2,"Call at 2B"
SLN193008050,08/05/1930, ,malop103,"Pat Malone",CHN,P,quige901,"Ernie Quigley",5,"Balls and strikes"
SLN193008080,08/08/1930, ,fredj101,"Johnny Frederick",BRO,P,riglc901,"Cy Rigler",5,"Called third strike"
SLN193008102,08/10/1930,2,streg101,"Gabby Street",SLN,M,riglc901,"Cy Rigler",1,"Balls and strikes"
WS1193008130,08/13/1930, ,cissb101,"Bill Cissell",CHA,P,nalld901,"Dick Nallin",2,"Call at 2B"
PIT193008151,08/15/1930,1,thomf106,"Fresco Thompson",PHI,P,pfirc901,"Cy Pfirman",9,"Balls and strikes"
NYA193008180,08/18/1930, ,bushd102,"Donie Bush",CHA,M,morig101,"George Moriarty",1,"Fair/foul call"
CHN193008200,08/20/1930, ,englw101,"Woody English",CHN,P,scotj104,"Jim Scott",8,"Balls and strikes (from bench)"
PIT193008200,08/20/1930, ,grang102,"George Grantham",PIT,P,mcgrt901,"Ted McGrew",3,"Balls and strikes"
CIN193008231,08/23/1930,1,lopea102,"Al Lopez",BRO,P,stard901,"Dolly Stark",6,"Interference non-call"
CIN193008270,08/27/1930, ,frisf101,"Frankie Frisch",SLN,P,klemb901,"Bill Klem",4,"Bench jockeying"
NY1193008270,08/27/1930, ,clarw101,"Watty Clark",BRO,P,jordl901,"Lou Jorda",2,"Balls and strikes (Threw glove)"
PHI193008290,08/29/1930, ,mckeb101,"Bill McKechnie",BSN,M,donom901,"Michael Donohue",6,"Call at 1B"
NY1193008300,08/30/1930, ,olsoi101,"Ivy Olson",BRO,C,quige901,"Ernie Quigley",8,"Obstruction call"
WS1193008300,08/30/1930, ,shawb102,"Bob Shawkey",NYA,M,nalld901,"Dick Nallin",4,"Call at HP"
CIN193008310,08/31/1930, ,carem101,"Max Carey",PIT,C,clarb901,"Bob Clarke",4,"Bench jockeying"
NY1193009090,09/09/1930, ,bancd101,"Dave Bancroft",NY1,C,klemb901,"Bill Klem",7,"Balls and strikes"
SLA193009090,09/09/1930, ,harrd101,"Dave Harris",WS1,P,morig101,"George Moriarty",3,"Talking to opposing pitcher"
DET193009132,09/13/1930,2,chapb102,"Ben Chapman",NYA,P,mcgob901,"Bill McGowan",5,"Call at 2B"
BSN193009141,09/14/1930,1,spoha101,"Al Spohrer",BSN,P,scotj104,"Jim Scott",4,"Balls and strikes"
PHI193009160,09/16/1930, ,frenl101,"Larry French",PIT,P,mcgrt901,"Ted McGrew",6,"Call at 2B (Touched umpire)"
SLA193009160,09/16/1930, ,orouf101,"Frank O'Rourke",SLA,P,guthb901,"Bill Guthrie",2,"Call at 3B"
SLA193009170,09/17/1930, ,riceh101,"Harry Rice",NYA,P,ormsr901,"Red Ormsby",4,"Called third strike"
CHN193009260,09/26/1930, ,grimc101,"Charlie Grimm",CHN,P,pfirc901,"Cy Pfirman",7,"Weather conditions"
BSN193104180,04/18/1931, ,lopea102,"Al Lopez",BRO,P,klemb901,"Bill Klem",4,"Balls and strikes"
BRO193104240,04/24/1931, ,mckeb101,"Bill McKechnie",BSN,M,clarb901,"Bob Clarke",4,"Balls and strikes"
BRO193104240,04/24/1931, ,spoha101,"Al Spohrer",BSN,P,clarb901,"Bob Clarke",4,"Balls and strikes"
WS1193104260,04/26/1931, ,spenr101,"Roy Spencer",WS1,P,connt901,"Tommy Connolly",9,"Balls and strikes"
WS1193104280,04/28/1931, ,reesj101,"Jimmie Reese",NYA,P,mcgob901,"Bill McGowan",7,"Called third strike"
SLN193105030,05/03/1931, ,watkg101,"George Watkins",SLN,P,quige901,"Ernie Quigley",6,"Called third strike"
BSN193105050,05/05/1931, ,hursd101,"Don Hurst",PHI,P,clarb901,"Bob Clarke",6,"Call at 1B"
BSN193105050,05/05/1931, ,shieb101,"Ben Shields",PHI,P,clarb901,"Bob Clarke",6,"Call at 1B"
BSN193105050,05/05/1931, ,ellij103,"Jumbo Elliott",PHI,P,clarb901,"Bob Clarke",6,"Call at 1B"
SLA193105050,05/05/1931, ,grays102,"Sam Gray",SLA,P,nalld901,"Dick Nallin",7,"Bench jockeying"
CHN193105070,05/07/1931, ,englw101,"Woody English",CHN,P,jordl901,"Lou Jorda",9,"Called third strike"
SLA193105090,05/09/1931, ,austj101,"Jimmy Austin",SLA,C,geish901,"Harry Geisel",7,"HBP non-call"
CLE193105170,05/17/1931, ,falkb101,"Bibb Falk",CLE,P,ormsr901,"Red Ormsby",7,"Call at 1B"
CLE193105170,05/17/1931, ,peckr101,"Roger Peckinpaugh",CLE,M,ormsr901,"Red Ormsby",7,"Call at 1B"
DET193105170,05/17/1931, ,harrb106,"Bucky Harris",DET,M,dinnb101,"Bill Dinneen",4,"Call at 3B"
BRO193105200,05/20/1931, ,streg101,"Gabby Street",SLN,M,mcgrt901,"Ted McGrew",1,"Call at 1B"
BRO193105200,05/20/1931, ,wareb101,"Buzzy Wares",SLN,C,quige901,"Ernie Quigley",2,"Call at 2B"
BRO193105200,05/20/1931, ,grimb101,"Burleigh Grimes",SLN,P,morac102,"Charlie Moran",5,"Bench jockeying"
PHI193105200,05/20/1931, ,onslj101,"Jack Onslow",PHI,C,mageg901,"George Magerkurth",7,"Call at 1B"
CLE193105210,05/21/1931, ,sewel101,"Luke Sewell",CLE,P,ormsr901,"Red Ormsby",4,"Balls and strikes"
CLE193105250,05/25/1931, ,bushd102,"Donie Bush",CHA,M,mcgob901,"Bill McGowan",9,"Balk non-call"
DET193105310,05/31/1931, ,peckr101,"Roger Peckinpaugh",CLE,M,mcgob901,"Bill McGowan",7,"Called ball on warmup pitch"
CIN193106030,06/03/1931, ,davis101,"Spud Davis",PHI,P,clarb901,"Bob Clarke",3,"Balls and strikes"
CHN193106060,06/06/1931, ,wilsh102,"Hack Wilson",CHN,P,mcgrt901,"Ted McGrew",7,"Called third strike"
WS1193106070,06/07/1931, ,bluel101,"Lu Blue",CHA,P,owenb901,"Brick Owens",6,"Called third strike (Flipped bat)"
SLN193106090,06/09/1931, ,luqud101,"Dolf Luque",BRO,P,donnc901,"Charles Donnelly",4,"Balls and strikes"
SLN193106090,06/09/1931, ,sladg101,"Gordon Slade",BRO,P,donnc901,"Charles Donnelly",4,"Balls and strikes"
